clean_input,label,intent
how to exchange lehenga from order ord52317,8,exchange_request
can i get 38 instead for shirt,8,exchange_request
xchnge request for ord47451,8,exchange_request
how to exchange top from order ord96538,8,exchange_request
i need m instead of 3xl for trousers,8,exchange_request
hoodie right but wrong size exchange,8,exchange_request
exchange lehenga for 32,8,exchange_request
need exchange for anarkali,8,exchange_request
exchange order ord87800,8,exchange_request
exchange order ord60822,8,exchange_request
exchange for 30 from order ord30101,8,exchange_request
exchange trousers for m,8,exchange_request
i want to exchange sherwani,8,exchange_request
xchnge request for ord74599,8,exchange_request
exchange or replace churidar from ord49831,8,exchange_request
can i exchange dhoti from order ord61801,8,exchange_request
how to exchange kurta from order ord36021,8,exchange_request
exchange anarkali for 28 size,8,exchange_request
i need s instead of s for dhoti,8,exchange_request
how to exchange dhoti from order ord89122,8,exchange_request
exchange order ord57030,8,exchange_request
exchang my order ord96872,8,exchange_request
how to exchange shirt from order ord68341,8,exchange_request
exchange salwar for 2xl,8,exchange_request
exchang my order ord82484,8,exchange_request
can i get 40 instead for anarkali,8,exchange_request
got 36 but want 40 please exchange,8,exchange_request
exchange tshirt for 30,8,exchange_request
exchange order ord94568,8,exchange_request
initiate exchange for order ord25626,8,exchange_request
exchange jacket for m size,8,exchange_request
i need l instead of xs for palazzo,8,exchange_request
exchange for xs from order ord40292,8,exchange_request
exchange red tshirt in l for l,8,exchange_request
how to exchange churidar from order ord97241,8,exchange_request
i want a different size for palazzo from ord78917,8,exchange_request
got 30 but want 42 please exchange,8,exchange_request
initiate exchange for order ord98710,8,exchange_request
xchnge request for ord95998,8,exchange_request
i need xxl instead of 3xl for lehenga,8,exchange_request
exchange pink dhoti for beige one,8,exchange_request
got 30 but want 38 please exchange,8,exchange_request
i want a different size for shirt from ord40640,8,exchange_request
xchnge request for ord47616,8,exchange_request
can i get xxl instead for salwar,8,exchange_request
xchnge request for ord14954,8,exchange_request
exchang my order ord93904,8,exchange_request
i want a different size for dress from ord77515,8,exchange_request
xchnge request for ord45786,8,exchange_request
i need 40 instead of 30 for shirt,8,exchange_request
exchange white kurti in 28 for 2xl,8,exchange_request
delivery time for surat,6,delivery_query
express delivery available,6,delivery_query
delivery time for vellore,6,delivery_query
pan india delivery available,6,delivery_query
free shipping conditions,6,delivery_query
shipping charges for 2 items,6,delivery_query
shipping to rural areas,6,delivery_query
delivery very slow,6,delivery_query
how fast is delivery to kolkata,6,delivery_query
delivery within tamil nadu,6,delivery_query
next day delivery possible,6,delivery_query
delivery time for madurai,6,delivery_query
delivery partner name,6,delivery_query
shiping time,6,delivery_query
delivery outside tamil nadu,6,delivery_query
is delivery free for order above rs799,6,delivery_query
how many days for delivery,6,delivery_query
how fast is delivery to hyderabad,6,delivery_query
delivery estimate for tamil nadu,6,delivery_query
do you deliver internationally,6,delivery_query
expected delivery date for order ord99087,6,delivery_query
same day delivery available,6,delivery_query
how is order shipped,6,delivery_query
delivery on holidays,6,delivery_query
when does it arrive,6,delivery_query
do you deliver to madurai,6,delivery_query
shipping to hills,6,delivery_query
approximate delivery time for maharashtra,6,delivery_query
how fast is delivery to mumbai,6,delivery_query
how long for delivery to north india,6,delivery_query
why is delivery taking so long,6,delivery_query
is delivery free for order above rs999,6,delivery_query
when will i get my order,6,delivery_query
delivery estimate for west bengal,6,delivery_query
how long for delivery to west india,6,delivery_query
delivery time for tamil nadu,6,delivery_query
delivery,6,delivery_query
approximate delivery time for karnataka,6,delivery_query
delivery on weekends,6,delivery_query
delivery time for jaipur,6,delivery_query
shipping to remote areas,6,delivery_query
delivery charge from chennai to delhi,6,delivery_query
expected delivery date for order ord38656,6,delivery_query
delivry charges,6,delivery_query
do you deliver to chennai,6,delivery_query
expected delivery date for order ord60572,6,delivery_query
shipping to northeast india,6,delivery_query
delievry time,6,delivery_query
is delivery free for order above rs899,6,delivery_query
approximate delivery time for tamil nadu,6,delivery_query
delivery charge from chennai to mumbai,6,delivery_query
expected delivery date for order ord50356,6,delivery_query
is delivery free for order above rs699,6,delivery_query
delivery time for hyderabad,6,delivery_query
is delivery free for order above rs1699,6,delivery_query
expected delivery date for order ord75055,6,delivery_query
expected delivery date for order ord81424,6,delivery_query
how fast is delivery to bangalore,6,delivery_query
tracking link for delivery,6,delivery_query
expected delivery date for order ord44652,6,delivery_query
delivery time for bangalore,6,delivery_query
delivery time for chennai,6,delivery_query
delivery charge from chennai to hyderabad,6,delivery_query
expected delivery date for order ord89929,6,delivery_query
do you deliver to bangalore,6,delivery_query
do you deliver to chandigarh,6,delivery_query
delivery time for pune,6,delivery_query
is delivery free for order above rs1299,6,delivery_query
delivery charge from chennai to kolkata,6,delivery_query
expected delivery date for order ord59047,6,delivery_query
how long for delivery to east india,6,delivery_query
shipping charges for 3 items,6,delivery_query
expected delivery date for order ord90055,6,delivery_query
shipping cost,6,delivery_query
how fast is delivery to pune,6,delivery_query
is delivery free for order above rs1499,6,delivery_query
delivery time for delhi,6,delivery_query
expected delivery date for order ord40183,6,delivery_query
delivery estimate for rajasthan,6,delivery_query
expected delivery date for order ord19239,6,delivery_query
expected delivery date for order ord95465,6,delivery_query
expected delivery date for order ord86536,6,delivery_query
delivery estimate for maharashtra,6,delivery_query
approximate delivery time for delhi,6,delivery_query
do you deliver to pune,6,delivery_query
is delivery free for order above rs499,6,delivery_query
shipping charges for 5 items,6,delivery_query
expected delivery date for order ord64172,6,delivery_query
expected delivery date for order ord63964,6,delivery_query
delivery time for mumbai,6,delivery_query
how long for delivery to south india,6,delivery_query
expected delivery date for order ord77673,6,delivery_query
delivery time for trichy,6,delivery_query
expected delivery date for order ord86781,6,delivery_query
how fast is delivery to delhi,6,delivery_query
is delivery free for order above rs599,6,delivery_query
delivery time for coimbatore,6,delivery_query
is delivery free for order above rs2999,6,delivery_query
delivery charge from chennai to bangalore,6,delivery_query
is delivery free,6,delivery_query
is delivery free for order above rs1199,6,delivery_query
do you deliver to delhi,6,delivery_query
do you deliver to kolkata,6,delivery_query
expected delivery date for order ord65324,6,delivery_query
do you deliver to hyderabad,6,delivery_query
shipping charges for bulk order,6,delivery_query
delivery time for kolkata,6,delivery_query
is delivery free for order above rs399,6,delivery_query
delivery time,6,delivery_query
is delivery free for order above rs299,6,delivery_query
delivery estimate for karnataka,6,delivery_query
do you deliver to mumbai,6,delivery_query
how long does delivery take,6,delivery_query
approximate delivery time for telangana,6,delivery_query
do you deliver to ahmedabad,6,delivery_query
do you deliver to coimbatore,6,delivery_query
do you deliver to surat,6,delivery_query
delivery charges,6,delivery_query
expected delivery date for order ord55197,6,delivery_query
expected delivery date for order ord21675,6,delivery_query
do you deliver to kochi,6,delivery_query
free delivery,6,delivery_query
expected delivery date for order ord38092,6,delivery_query
expected delivery date for order ord33618,6,delivery_query
expected delivery date for order ord32656,6,delivery_query
do you deliver to vizag,6,delivery_query
expected delivery date for order ord76694,6,delivery_query
expected delivery date for order ord33965,6,delivery_query
do you deliver to jaipur,6,delivery_query
expected delivery date for order ord94673,6,delivery_query
delivery time for ahmedabad,6,delivery_query
is delivery free for order above rs1999,6,delivery_query
expected delivery date for order ord16371,6,delivery_query
is delivery free for order above rs2499,6,delivery_query
expected delivery date for order ord53232,6,delivery_query
expected delivery date for order ord83471,6,delivery_query
expected delivery date for order ord47346,6,delivery_query
expected delivery date for order ord74260,6,delivery_query
expected delivery date for order ord56472,6,delivery_query
expected delivery date for order ord84482,6,delivery_query
expected delivery date for order ord23097,6,delivery_query
expected delivery date for order ord41179,6,delivery_query
expected delivery date for order ord12128,6,delivery_query
expected delivery date for order ord49421,6,delivery_query
expected delivery date for order ord66716,6,delivery_query
expected delivery date for order ord75611,6,delivery_query
expected delivery date for order ord24382,6,delivery_query
expected delivery date for order ord23383,6,delivery_query
expected delivery date for order ord81090,6,delivery_query
expected delivery date for order ord55419,6,delivery_query
expected delivery date for order ord58284,6,delivery_query
expected delivery date for order ord27967,6,delivery_query
expected delivery date for order ord85578,6,delivery_query
expected delivery date for order ord84175,6,delivery_query
expected delivery date for order ord96331,6,delivery_query
expected delivery date for order ord63100,6,delivery_query
expected delivery date for order ord94482,6,delivery_query
expected delivery date for order ord24423,6,delivery_query
expected delivery date for order ord75741,6,delivery_query
expected delivery date for order ord57247,6,delivery_query
expected delivery date for order ord64107,6,delivery_query
expected delivery date for order ord21532,6,delivery_query
expected delivery date for order ord60625,6,delivery_query
expected delivery date for order ord40534,6,delivery_query
expected delivery date for order ord16303,6,delivery_query
expected delivery date for order ord32003,6,delivery_query
expected delivery date for order ord88386,6,delivery_query
expected delivery date for order ord23365,6,delivery_query
expected delivery date for order ord67691,6,delivery_query
expected delivery date for order ord72442,6,delivery_query
expected delivery date for order ord73568,6,delivery_query
expected delivery date for order ord23917,6,delivery_query
expected delivery date for order ord15487,6,delivery_query
expected delivery date for order ord89529,6,delivery_query
expected delivery date for order ord84363,6,delivery_query
expected delivery date for order ord31908,6,delivery_query
expected delivery date for order ord12593,6,delivery_query
expected delivery date for order ord56633,6,delivery_query
expected delivery date for order ord29249,6,delivery_query
expected delivery date for order ord34217,6,delivery_query
expected delivery date for order ord51937,6,delivery_query
expected delivery date for order ord26222,6,delivery_query
expected delivery date for order ord62083,6,delivery_query
expected delivery date for order ord90923,6,delivery_query
expected delivery date for order ord71258,6,delivery_query
expected delivery date for order ord59222,6,delivery_query
expected delivery date for order ord43698,6,delivery_query
expected delivery date for order ord38538,6,delivery_query
expected delivery date for order ord65506,6,delivery_query
expected delivery date for order ord12213,6,delivery_query
expected delivery date for order ord64191,6,delivery_query
expected delivery date for order ord65519,6,delivery_query
expected delivery date for order ord30054,6,delivery_query
expected delivery date for order ord79221,6,delivery_query
expected delivery date for order ord67651,6,delivery_query
expected delivery date for order ord80269,6,delivery_query
expected delivery date for order ord93378,6,delivery_query
expected delivery date for order ord88783,6,delivery_query
expected delivery date for order ord64960,6,delivery_query
expected delivery date for order ord50758,6,delivery_query
expected delivery date for order ord69361,6,delivery_query
expected delivery date for order ord68904,6,delivery_query
expected delivery date for order ord87590,6,delivery_query
expected delivery date for order ord88659,6,delivery_query
expected delivery date for order ord27776,6,delivery_query
expected delivery date for order ord71829,6,delivery_query
expected delivery date for order ord30327,6,delivery_query
expected delivery date for order ord31038,6,delivery_query
expected delivery date for order ord85502,6,delivery_query
expected delivery date for order ord95062,6,delivery_query
expected delivery date for order ord39023,6,delivery_query
expected delivery date for order ord38068,6,delivery_query
expected delivery date for order ord28074,6,delivery_query
expected delivery date for order ord84828,6,delivery_query
expected delivery date for order ord17488,6,delivery_query
expected delivery date for order ord69792,6,delivery_query
expected delivery date for order ord95933,6,delivery_query
expected delivery date for order ord13645,6,delivery_query
expected delivery date for order ord88935,6,delivery_query
expected delivery date for order ord63057,6,delivery_query
expected delivery date for order ord81658,6,delivery_query
expected delivery date for order ord41776,6,delivery_query
expected delivery date for order ord71951,6,delivery_query
expected delivery date for order ord22193,6,delivery_query
expected delivery date for order ord13386,6,delivery_query
expected delivery date for order ord70367,6,delivery_query
expected delivery date for order ord79397,6,delivery_query
expected delivery date for order ord73379,6,delivery_query
expected delivery date for order ord18560,6,delivery_query
expected delivery date for order ord21243,6,delivery_query
expected delivery date for order ord72770,6,delivery_query
expected delivery date for order ord95663,6,delivery_query
expected delivery date for order ord19059,6,delivery_query
expected delivery date for order ord38387,6,delivery_query
expected delivery date for order ord91607,6,delivery_query
expected delivery date for order ord72435,6,delivery_query
expected delivery date for order ord46766,6,delivery_query
expected delivery date for order ord74691,6,delivery_query
expected delivery date for order ord69279,6,delivery_query
expected delivery date for order ord52675,6,delivery_query
expected delivery date for order ord95456,6,delivery_query
expected delivery date for order ord61554,6,delivery_query
expected delivery date for order ord58102,6,delivery_query
expected delivery date for order ord83147,6,delivery_query
expected delivery date for order ord47177,6,delivery_query
expected delivery date for order ord83243,6,delivery_query
expected delivery date for order ord77473,6,delivery_query
expected delivery date for order ord34148,6,delivery_query
expected delivery date for order ord61488,6,delivery_query
expected delivery date for order ord88910,6,delivery_query
expected delivery date for order ord93713,6,delivery_query
expected delivery date for order ord70704,6,delivery_query
expected delivery date for order ord59268,6,delivery_query
expected delivery date for order ord67358,6,delivery_query
expected delivery date for order ord14339,6,delivery_query
expected delivery date for order ord23364,6,delivery_query
expected delivery date for order ord16039,6,delivery_query
expected delivery date for order ord82198,6,delivery_query
expected delivery date for order ord47489,6,delivery_query
expected delivery date for order ord92288,6,delivery_query
expected delivery date for order ord74586,6,delivery_query
expected delivery date for order ord21010,6,delivery_query
expected delivery date for order ord31407,6,delivery_query
expected delivery date for order ord47002,6,delivery_query
expected delivery date for order ord62100,6,delivery_query
expected delivery date for order ord18369,6,delivery_query
expected delivery date for order ord34394,6,delivery_query
expected delivery date for order ord37429,6,delivery_query
expected delivery date for order ord44653,6,delivery_query
expected delivery date for order ord70329,6,delivery_query
expected delivery date for order ord42220,6,delivery_query
expected delivery date for order ord28514,6,delivery_query
expected delivery date for order ord99131,6,delivery_query
expected delivery date for order ord98698,6,delivery_query
expected delivery date for order ord66405,6,delivery_query
expected delivery date for order ord40067,6,delivery_query
expected delivery date for order ord67256,6,delivery_query
expected delivery date for order ord32090,6,delivery_query
expected delivery date for order ord95934,6,delivery_query
expected delivery date for order ord85512,6,delivery_query
expected delivery date for order ord57738,6,delivery_query
expected delivery date for order ord98313,6,delivery_query
expected delivery date for order ord17532,6,delivery_query
expected delivery date for order ord54116,6,delivery_query
expected delivery date for order ord60409,6,delivery_query
expected delivery date for order ord91513,6,delivery_query
expected delivery date for order ord62422,6,delivery_query
expected delivery date for order ord10173,6,delivery_query
expected delivery date for order ord70755,6,delivery_query
expected delivery date for order ord43468,6,delivery_query
expected delivery date for order ord25246,6,delivery_query
expected delivery date for order ord61872,6,delivery_query
expected delivery date for order ord40783,6,delivery_query
expected delivery date for order ord77472,6,delivery_query
expected delivery date for order ord81747,6,delivery_query
expected delivery date for order ord63532,6,delivery_query
expected delivery date for order ord20919,6,delivery_query
expected delivery date for order ord59718,6,delivery_query
expected delivery date for order ord76819,6,delivery_query
expected delivery date for order ord75111,6,delivery_query
expected delivery date for order ord22470,6,delivery_query
expected delivery date for order ord90936,6,delivery_query
expected delivery date for order ord54663,6,delivery_query
expected delivery date for order ord37461,6,delivery_query
expected delivery date for order ord35338,6,delivery_query
expected delivery date for order ord41184,6,delivery_query
expected delivery date for order ord31237,6,delivery_query
expected delivery date for order ord72207,6,delivery_query
expected delivery date for order ord80996,6,delivery_query
expected delivery date for order ord28829,6,delivery_query
expected delivery date for order ord65590,6,delivery_query
expected delivery date for order ord15773,6,delivery_query
expected delivery date for order ord28704,6,delivery_query
expected delivery date for order ord56469,6,delivery_query
expected delivery date for order ord29615,6,delivery_query
expected delivery date for order ord28209,6,delivery_query
expected delivery date for order ord13576,6,delivery_query
expected delivery date for order ord69825,6,delivery_query
expected delivery date for order ord68964,6,delivery_query
expected delivery date for order ord53813,6,delivery_query
expected delivery date for order ord20087,6,delivery_query
expected delivery date for order ord43564,6,delivery_query
expected delivery date for order ord76306,6,delivery_query
expected delivery date for order ord57322,6,delivery_query
expected delivery date for order ord32442,6,delivery_query
expected delivery date for order ord34287,6,delivery_query
expected delivery date for order ord89983,6,delivery_query
expected delivery date for order ord66523,6,delivery_query
expected delivery date for order ord70101,6,delivery_query
expected delivery date for order ord43206,6,delivery_query
expected delivery date for order ord30362,6,delivery_query
expected delivery date for order ord19693,6,delivery_query
expected delivery date for order ord29229,6,delivery_query
expected delivery date for order ord45490,6,delivery_query
expected delivery date for order ord79310,6,delivery_query
expected delivery date for order ord52532,6,delivery_query
expected delivery date for order ord68084,6,delivery_query
expected delivery date for order ord24298,6,delivery_query
expected delivery date for order ord67949,6,delivery_query
expected delivery date for order ord83069,6,delivery_query
expected delivery date for order ord36356,6,delivery_query
expected delivery date for order ord28278,6,delivery_query
expected delivery date for order ord72649,6,delivery_query
expected delivery date for order ord61727,6,delivery_query
expected delivery date for order ord43083,6,delivery_query
expected delivery date for order ord28583,6,delivery_query
expected delivery date for order ord75307,6,delivery_query
expected delivery date for order ord97306,6,delivery_query
expected delivery date for order ord67243,6,delivery_query
expected delivery date for order ord44077,6,delivery_query
expected delivery date for order ord28654,6,delivery_query
expected delivery date for order ord50049,6,delivery_query
expected delivery date for order ord54580,6,delivery_query
expected delivery date for order ord48473,6,delivery_query
expected delivery date for order ord45542,6,delivery_query
expected delivery date for order ord36154,6,delivery_query
expected delivery date for order ord34385,6,delivery_query
expected delivery date for order ord40366,6,delivery_query
expected delivery date for order ord22333,6,delivery_query
expected delivery date for order ord35781,6,delivery_query
expected delivery date for order ord22935,6,delivery_query
expected delivery date for order ord29346,6,delivery_query
expected delivery date for order ord27525,6,delivery_query
expected delivery date for order ord83945,6,delivery_query
expected delivery date for order ord48424,6,delivery_query
expected delivery date for order ord15392,6,delivery_query
expected delivery date for order ord37462,6,delivery_query
expected delivery date for order ord79147,6,delivery_query
expected delivery date for order ord66088,6,delivery_query
expected delivery date for order ord84833,6,delivery_query
expected delivery date for order ord55189,6,delivery_query
expected delivery date for order ord31293,6,delivery_query
expected delivery date for order ord40647,6,delivery_query
expected delivery date for order ord83912,6,delivery_query
expected delivery date for order ord93998,6,delivery_query
expected delivery date for order ord59193,6,delivery_query
expected delivery date for order ord49799,6,delivery_query
expected delivery date for order ord66948,6,delivery_query
expected delivery date for order ord88203,6,delivery_query
expected delivery date for order ord43330,6,delivery_query
expected delivery date for order ord41202,6,delivery_query
expected delivery date for order ord66761,6,delivery_query
expected delivery date for order ord25066,6,delivery_query
expected delivery date for order ord91168,6,delivery_query
expected delivery date for order ord27701,6,delivery_query
expected delivery date for order ord56534,6,delivery_query
expected delivery date for order ord60481,6,delivery_query
expected delivery date for order ord52428,6,delivery_query
expected delivery date for order ord56638,6,delivery_query
expected delivery date for order ord78625,6,delivery_query
expected delivery date for order ord33161,6,delivery_query
expected delivery date for order ord84868,6,delivery_query
expected delivery date for order ord62499,6,delivery_query
expected delivery date for order ord63547,6,delivery_query
expected delivery date for order ord74646,6,delivery_query
expected delivery date for order ord24462,6,delivery_query
expected delivery date for order ord39641,6,delivery_query
expected delivery date for order ord29974,6,delivery_query
expected delivery date for order ord83141,6,delivery_query
expected delivery date for order ord87897,6,delivery_query
expected delivery date for order ord83200,6,delivery_query
expected delivery date for order ord75546,6,delivery_query
expected delivery date for order ord10794,6,delivery_query
expected delivery date for order ord31096,6,delivery_query
expected delivery date for order ord45678,6,delivery_query
expected delivery date for order ord41330,6,delivery_query
expected delivery date for order ord78642,6,delivery_query
expected delivery date for order ord85980,6,delivery_query
expected delivery date for order ord54016,6,delivery_query
expected delivery date for order ord43309,6,delivery_query
expected delivery date for order ord38481,6,delivery_query
expected delivery date for order ord27737,6,delivery_query
expected delivery date for order ord15034,6,delivery_query
expected delivery date for order ord72324,6,delivery_query
expected delivery date for order ord75245,6,delivery_query
expected delivery date for order ord53587,6,delivery_query
expected delivery date for order ord46787,6,delivery_query
expected delivery date for order ord94999,6,delivery_query
expected delivery date for order ord79812,6,delivery_query
expected delivery date for order ord56641,6,delivery_query
expected delivery date for order ord87686,6,delivery_query
expected delivery date for order ord94098,6,delivery_query
expected delivery date for order ord18949,6,delivery_query
expected delivery date for order ord16279,6,delivery_query
expected delivery date for order ord92173,6,delivery_query
expected delivery date for order ord78545,6,delivery_query
expected delivery date for order ord70407,6,delivery_query
expected delivery date for order ord45310,6,delivery_query
expected delivery date for order ord29254,6,delivery_query
expected delivery date for order ord94501,6,delivery_query
expected delivery date for order ord74673,6,delivery_query
expected delivery date for order ord16350,6,delivery_query
expected delivery date for order ord99680,6,delivery_query
expected delivery date for order ord15249,6,delivery_query
expected delivery date for order ord31671,6,delivery_query
expected delivery date for order ord67377,6,delivery_query
expected delivery date for order ord14730,6,delivery_query
expected delivery date for order ord18303,6,delivery_query
expected delivery date for order ord78617,6,delivery_query
expected delivery date for order ord51633,6,delivery_query
expected delivery date for order ord15494,6,delivery_query
expected delivery date for order ord86140,6,delivery_query
expected delivery date for order ord21775,6,delivery_query
expected delivery date for order ord48162,6,delivery_query
expected delivery date for order ord79087,6,delivery_query
expected delivery date for order ord84720,6,delivery_query
expected delivery date for order ord17602,6,delivery_query
expected delivery date for order ord73910,6,delivery_query
expected delivery date for order ord90142,6,delivery_query
expected delivery date for order ord64365,6,delivery_query
expected delivery date for order ord18181,6,delivery_query
expected delivery date for order ord34377,6,delivery_query
expected delivery date for order ord43272,6,delivery_query
expected delivery date for order ord62312,6,delivery_query
expected delivery date for order ord92283,6,delivery_query
expected delivery date for order ord60346,6,delivery_query
expected delivery date for order ord78576,6,delivery_query
expected delivery date for order ord23508,6,delivery_query
expected delivery date for order ord75161,6,delivery_query
expected delivery date for order ord90486,6,delivery_query
expected delivery date for order ord37495,6,delivery_query
expected delivery date for order ord93436,6,delivery_query
expected delivery date for order ord19197,6,delivery_query
expected delivery date for order ord72836,6,delivery_query
expected delivery date for order ord30887,6,delivery_query
expected delivery date for order ord96155,6,delivery_query
expected delivery date for order ord52674,6,delivery_query
expected delivery date for order ord16048,6,delivery_query
expected delivery date for order ord34808,6,delivery_query
expected delivery date for order ord44777,6,delivery_query
expected delivery date for order ord14529,6,delivery_query
expected delivery date for order ord79200,6,delivery_query
expected delivery date for order ord51399,6,delivery_query
expected delivery date for order ord83269,6,delivery_query
expected delivery date for order ord74921,6,delivery_query
expected delivery date for order ord63647,6,delivery_query
expected delivery date for order ord93396,6,delivery_query
expected delivery date for order ord90291,6,delivery_query
expected delivery date for order ord88213,6,delivery_query
expected delivery date for order ord77725,6,delivery_query
expected delivery date for order ord29916,6,delivery_query
expected delivery date for order ord32247,6,delivery_query
expected delivery date for order ord84917,6,delivery_query
expected delivery date for order ord81726,6,delivery_query
expected delivery date for order ord98737,6,delivery_query
expected delivery date for order ord64537,6,delivery_query
expected delivery date for order ord35148,6,delivery_query
expected delivery date for order ord17191,6,delivery_query
expected delivery date for order ord53961,6,delivery_query
expected delivery date for order ord27374,6,delivery_query
expected delivery date for order ord42081,6,delivery_query
expected delivery date for order ord59043,6,delivery_query
expected delivery date for order ord25188,6,delivery_query
expected delivery date for order ord76902,6,delivery_query
expected delivery date for order ord33575,6,delivery_query
expected delivery date for order ord29166,6,delivery_query
expected delivery date for order ord89589,6,delivery_query
expected delivery date for order ord51468,6,delivery_query
expected delivery date for order ord75110,6,delivery_query
expected delivery date for order ord51793,6,delivery_query
expected delivery date for order ord43638,6,delivery_query
expected delivery date for order ord67337,6,delivery_query
expected delivery date for order ord30192,6,delivery_query
expected delivery date for order ord54523,6,delivery_query
expected delivery date for order ord47342,6,delivery_query
expected delivery date for order ord66726,6,delivery_query
expected delivery date for order ord45121,6,delivery_query
expected delivery date for order ord10572,6,delivery_query
expected delivery date for order ord10994,6,delivery_query
expected delivery date for order ord66370,6,delivery_query
expected delivery date for order ord48871,6,delivery_query
expected delivery date for order ord99167,6,delivery_query
expected delivery date for order ord79954,6,delivery_query
expected delivery date for order ord17819,6,delivery_query
expected delivery date for order ord83765,6,delivery_query
expected delivery date for order ord43493,6,delivery_query
expected delivery date for order ord49822,6,delivery_query
expected delivery date for order ord28541,6,delivery_query
expected delivery date for order ord72231,6,delivery_query
expected delivery date for order ord88940,6,delivery_query
expected delivery date for order ord68308,6,delivery_query
expected delivery date for order ord47655,6,delivery_query
expected delivery date for order ord53191,6,delivery_query
expected delivery date for order ord10174,6,delivery_query
expected delivery date for order ord64811,6,delivery_query
expected delivery date for order ord72784,6,delivery_query
expected delivery date for order ord15183,6,delivery_query
expected delivery date for order ord87810,6,delivery_query
expected delivery date for order ord87485,6,delivery_query
expected delivery date for order ord14775,6,delivery_query
expected delivery date for order ord19225,6,delivery_query
expected delivery date for order ord47471,6,delivery_query
expected delivery date for order ord10436,6,delivery_query
expected delivery date for order ord97975,6,delivery_query
expected delivery date for order ord26591,6,delivery_query
expected delivery date for order ord56958,6,delivery_query
expected delivery date for order ord23172,6,delivery_query
expected delivery date for order ord34101,6,delivery_query
expected delivery date for order ord74419,6,delivery_query
expected delivery date for order ord87269,6,delivery_query
expected delivery date for order ord27953,6,delivery_query
expected delivery date for order ord21264,6,delivery_query
expected delivery date for order ord46955,6,delivery_query
expected delivery date for order ord23676,6,delivery_query
expected delivery date for order ord48079,6,delivery_query
expected delivery date for order ord29952,6,delivery_query
expected delivery date for order ord38232,6,delivery_query
expected delivery date for order ord98068,6,delivery_query
expected delivery date for order ord42287,6,delivery_query
expected delivery date for order ord42202,6,delivery_query
expected delivery date for order ord62538,6,delivery_query
expected delivery date for order ord78242,6,delivery_query
expected delivery date for order ord17662,6,delivery_query
expected delivery date for order ord78563,6,delivery_query
expected delivery date for order ord64473,6,delivery_query
expected delivery date for order ord66933,6,delivery_query
expected delivery date for order ord43148,6,delivery_query
expected delivery date for order ord42618,6,delivery_query
expected delivery date for order ord44601,6,delivery_query
expected delivery date for order ord76077,6,delivery_query
expected delivery date for order ord26252,6,delivery_query
expected delivery date for order ord41650,6,delivery_query
expected delivery date for order ord15749,6,delivery_query
expected delivery date for order ord34624,6,delivery_query
expected delivery date for order ord79994,6,delivery_query
expected delivery date for order ord18862,6,delivery_query
expected delivery date for order ord43613,6,delivery_query
expected delivery date for order ord39684,6,delivery_query
expected delivery date for order ord43512,6,delivery_query
expected delivery date for order ord25358,6,delivery_query
expected delivery date for order ord89129,6,delivery_query
expected delivery date for order ord24208,6,delivery_query
expected delivery date for order ord23866,6,delivery_query
expected delivery date for order ord40882,6,delivery_query
expected delivery date for order ord59309,6,delivery_query
expected delivery date for order ord93994,6,delivery_query
expected delivery date for order ord76465,6,delivery_query
expected delivery date for order ord38630,6,delivery_query
expected delivery date for order ord12377,6,delivery_query
expected delivery date for order ord99393,6,delivery_query
expected delivery date for order ord92880,6,delivery_query
expected delivery date for order ord40233,6,delivery_query
expected delivery date for order ord94156,6,delivery_query
expected delivery date for order ord67989,6,delivery_query
expected delivery date for order ord25502,6,delivery_query
expected delivery date for order ord47239,6,delivery_query
expected delivery date for order ord77707,6,delivery_query
expected delivery date for order ord80141,6,delivery_query
expected delivery date for order ord80110,6,delivery_query
expected delivery date for order ord44730,6,delivery_query
expected delivery date for order ord81832,6,delivery_query
expected delivery date for order ord37655,6,delivery_query
expected delivery date for order ord59817,6,delivery_query
expected delivery date for order ord34229,6,delivery_query
expected delivery date for order ord24407,6,delivery_query
expected delivery date for order ord28303,6,delivery_query
expected delivery date for order ord37979,6,delivery_query
expected delivery date for order ord62909,6,delivery_query
expected delivery date for order ord50274,6,delivery_query
expected delivery date for order ord67407,6,delivery_query
expected delivery date for order ord90777,6,delivery_query
expected delivery date for order ord82802,6,delivery_query
expected delivery date for order ord65144,6,delivery_query
expected delivery date for order ord78650,6,delivery_query
expected delivery date for order ord54604,6,delivery_query
expected delivery date for order ord44519,6,delivery_query
expected delivery date for order ord74772,6,delivery_query
expected delivery date for order ord30372,6,delivery_query
expected delivery date for order ord14279,6,delivery_query
expected delivery date for order ord85723,6,delivery_query
expected delivery date for order ord89546,6,delivery_query
expected delivery date for order ord80248,6,delivery_query
expected delivery date for order ord51487,6,delivery_query
expected delivery date for order ord21339,6,delivery_query
expected delivery date for order ord62821,6,delivery_query
expected delivery date for order ord77223,6,delivery_query
expected delivery date for order ord99368,6,delivery_query
expected delivery date for order ord33456,6,delivery_query
expected delivery date for order ord55380,6,delivery_query
expected delivery date for order ord70746,6,delivery_query
expected delivery date for order ord37884,6,delivery_query
expected delivery date for order ord98436,6,delivery_query
expected delivery date for order ord36705,6,delivery_query
expected delivery date for order ord28912,6,delivery_query
expected delivery date for order ord24516,6,delivery_query
expected delivery date for order ord83992,6,delivery_query
expected delivery date for order ord15513,6,delivery_query
expected delivery date for order ord84213,6,delivery_query
expected delivery date for order ord80554,6,delivery_query
