input,intent,response,title
do you know if accessories pric today,price_inquiry,current sale up to 40 off on select items!,Price Related Query
pls new collection? ?,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
footwear cost,price_inquiry,free delivery on orders above rs. 999,Price Related Query
i wanted to ask order modify karna hai yaar,order_status,sorry for the delay! please share order id so we can help,Order Support
pls is there a combo offer fast,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
it's been 7 days,order_status,refund processed in 57 days after we receive the item,Order Support
just asking finishing soon? fast,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
total cost,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
hey great help thanks quickly,goodbye,thanks! have a great day,Goodbye
umm purchase placed tha right now,order_status,cancellation possible before dispatch. share order id!,Order Support
thank you bro,goodbye,bye come back anytime,Goodbye
so like total amount??,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
yo same day delivery?!,delivery_query,we ship all over india! what's your city?,Delivery Information
upcoming offers,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
pls delivery estimate??,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
umm good evening asap,greeting,hi what's up? how can i assist?,Greeting
i heard that saree price,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
mid range options,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
is it true that what is your size range today,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
do you know if later thank you,goodbye,take care! ping us whenever you need,Goodbye
can u tell me refund status??,order_status,sorry for the delay! please share order id so we can help,Order Support
pls total cost???,price_inquiry,current sale up to 40 off on select items!,Price Related Query
please hey just checkingplz,greeting,hello! welcome what can i do for you?,Greeting
i'm good now,goodbye,great talking to you! come back soon,Goodbye
btw tracking possible?,delivery_query,usually 35 days depending on your location,Delivery Information
btw how much for track pants right now,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
i wanted to ask item has stain asap,order_status,cancellation possible before dispatch. share order id!,Order Support
i wanted to ask does it fade? fast,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
so like helo!,greeting,hello! tell me what you need,Greeting
kids size 4 years,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
cya,goodbye,bye! come back anytime,Goodbye
please done for now...,goodbye,bye! come back anytime,Goodbye
hi formal shirt cost,price_inquiry,current sale up to 40 off on select items!,Price Related Query
i wanted to ask hi i want to place an purchase,greeting,hi what's up? how can i assist?,Greeting
yo is it itchy bro,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
also xl in this?pls,size_inquiry,"yes, that size is available! which item?",Size Inquiry
will decide and come back thanks,goodbye,glad i could help! take care,Goodbye
so delivery to mumbai??,delivery_query,we ship all over india! what's your city?,Delivery Information
btw do u have small!,size_inquiry,"yes, that size is available! which item?",Size Inquiry
will it be in a box,delivery_query,free delivery on orders above rs. 999,Delivery Information
when will order come,order_status,we'll raise it with the courier. please share order id,Order Support
wanted to know hello quick question!,greeting,hi! how can we help you today?,Greeting
actually bro size l hai? asap,size_inquiry,which product? i'll check the size for you,Size Inquiry
hey can u help,greeting,hey! we're here. ask away!,Greeting
will ping later,goodbye,glad i could help! take care,Goodbye
is it true that hiii!,greeting,hello! welcome what can i do for you?,Greeting
thank you so much,goodbye,take care! ping us whenever you need,Goodbye
do you know if same day shipping need to know,delivery_query,free delivery on orders above rs. 999,Delivery Information
ship to delhi?,delivery_query,you'll get a tracking link once dispatched,Delivery Information
i wanted to ask kab milega yaar,delivery_query,usually 35 days depending on your location,Delivery Information
someone told me hoodie price!,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
petite size?,size_inquiry,xl is in stock! want to order?,Size Inquiry
i wanted to ask payment done order not placed,order_status,share your order number and we'll track it for you,Order Support
hey everything sorted thanks,goodbye,thanks for visiting! see you soon,Goodbye
goodbye,goodbye,anytime! have a great day,Goodbye
also is it breathable,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
only half order came,order_status,refund processed in 57 days after we receive the item,Order Support
rescheduled delivery,order_status,happy to help! please share your order id,Order Support
please got jackets??,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
bro how many days...,delivery_query,you'll get a tracking link once dispatched,Delivery Information
hey,greeting,hi! how can we help you today?,Greeting
umm deliver to my city? fast,delivery_query,we ship all over india! what's your city?,Delivery Information
quick question heyyy right now,greeting,hey! how can i help you?,Greeting
adding to contacts,goodbye,bye! we're always here if you need us,Goodbye
hey what's up,greeting,hello! welcome what can i do for you?,Greeting
when will it restock,availability_check,let me check which color and size?,Stock Availability
price list,price_inquiry,current sale up to 40 off on select items!,Price Related Query
cotton or synthetic,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
wanted to know po box delivery pls,delivery_query,free delivery on orders above rs. 999,Delivery Information
village shipping,delivery_query,delivery in 35 working days,Delivery Information
also bright colors available quickly,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
cost with delivery,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
umm plain available urgent,availability_check,"yes, available right now!",Stock Availability
hey anything new this week please,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
bro how many days to delhi if possible,delivery_query,usually 35 days depending on your location,Delivery Information
hi delivery by when thanks,delivery_query,you'll get a tracking link once dispatched,Delivery Information
what's my order number need to know,order_status,happy to help! please share your order id,Order Support
delivery dispute today,order_status,happy to help! please share your order id,Order Support
actually good service urgent,goodbye,anytime! have a great day,Goodbye
yo price list? urgent,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
hi cheapest item today,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
umm is it see through,material_inquiry,it's 100 cotton fabric,Material Inquiry
actually ok got the info??,goodbye,thanks! have a great day,Goodbye
actually hi availble please,greeting,"hey, welcome! what are you shopping for?",Greeting
hey do u have this right now,availability_check,"yes, available right now!",Stock Availability
hi what cottton ji,material_inquiry,it's 100 cotton fabric,Material Inquiry
order shipped,order_status,happy to help! please share your order id,Order Support
do you know if is this cotton,material_inquiry,"yes pure cotton, breathable skin friendly",Material Inquiry
saving your number need to know,goodbye,bye! we're always here if you need us,Goodbye
what's the mrp,price_inquiry,yes we have budget options! starting from rs. 299,Price Related Query
size 30 jeans?,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
someone told me next day shipping today,delivery_query,express delivery available in 12 days for select cities,Delivery Information
someone told me is this soft fabric,material_inquiry,it's 100 cotton fabric,Material Inquiry
good evening,greeting,hey! how can i help you?,Greeting
quick q hey r u there!,greeting,hi there! what are you looking for?,Greeting
shoulder width size guide,size_inquiry,"yes, that size is available! which item?",Size Inquiry
btw got plus size?...,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
hi xl in this?...,size_inquiry,"yes, that size is available! which item?",Size Inquiry
also thank you asap,goodbye,thanks! hope to see your order soon,Goodbye
affordable,price_inquiry,free delivery on orders above rs. 999,Price Related Query
hello good evening,greeting,"hey, welcome! what are you shopping for?",Greeting
can u tell me bro cost kya hai fast,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
so is this velvet quickly,material_inquiry,"very soft and lightweight material, ideal for daily use",Material Inquiry
please purchase shows delivered but not received?,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
hi got size large pls,size_inquiry,let me check the size for you which item are you looking at?,Size Inquiry
i heard that order shipped...,order_status,cancellation possible before dispatch. share order id!,Order Support
do you know if ok i'm done please,goodbye,thank you! happy shopping,Goodbye
do you know if double payment please,order_status,we'll raise it with the courier. please share order id,Order Support
just asking order placed twice quickly,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
do you know if see you soon thank you,goodbye,great talking to you! come back soon,Goodbye
also what is the fabric like urgent,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
hi shop open if possible,greeting,hello! great to have you here. what are you shopping for?,Greeting
hey hi if possible,greeting,hello! great to have you here. what are you shopping for?,Greeting
take it easy,goodbye,thank you! happy shopping,Goodbye
umm activewear available? ?,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
price range??,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
also size 40 shirt? fast,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
bro lucknow shipping need to know,delivery_query,you'll get a tracking link once dispatched,Delivery Information
please is it eco friendly fabric asap,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
btw show me tops...,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
delivery failed,order_status,cancellation possible before dispatch. share order id!,Order Support
pric of this shirt...,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
yo what's the cost!,price_inquiry,current sale up to 40 off on select items!,Price Related Query
btw what u got urgent,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
quick question order tracking,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
just asking charged twice quickly,order_status,cancellation possible before dispatch. share order id!,Order Support
bro do u have duplicates??,availability_check,let me check which color and size?,Stock Availability
what brands do u carry,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
do you know if how much for track pants,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
any cotton clothes?,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
can u tell me where is my package??,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
quick q what brands do u carry??,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
do you know if co-ord set cost,price_inquiry,we have great prices across all budgets. what's your range?,Price Related Query
actually how much for shoes quickly,price_inquiry,yes we have budget options! starting from rs. 299,Price Related Query
please do you have slim fit if possible,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
pls restok hoga?!,availability_check,let me check which color and size?,Stock Availability
jammu kashmir delivery,delivery_query,you'll get a tracking link once dispatched,Delivery Information
wanted to know fast delivery possible right now,delivery_query,express delivery available in 12 days for select cities,Delivery Information
hi plaid available urgent,availability_check,yes that's available! want to go ahead and order?,Stock Availability
actually no more questions right now,goodbye,bye! we're always here if you need us,Goodbye
hi soft fabric thank you,material_inquiry,it's 100 cotton fabric,Material Inquiry
hey waiting list possible? bro,availability_check,"yes, available right now!",Stock Availability
i wanted to ask later,goodbye,anytime! have a great day,Goodbye
any party wear? today,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
when did you restock,availability_check,let me check which color and size?,Stock Availability
quick q hello! quick question?,greeting,hi! how can we help you today?,Greeting
milega kya,availability_check,let me check! which product and color?,Availability Check
i wanted to ask anything below 1000pls,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
do you have small,size_inquiry,xl is in stock! want to order?,Size Inquiry
got maroon?,availability_check,"yes, available right now!",Stock Availability
wanted to know my size is xl availabl quickly,size_inquiry,we carry s to 3xl for most products,Size Inquiry
light fabric?,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
printed shirt,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
please when will purchase come quickly,order_status,refund processed in 57 days after we receive the item,Order Support
heavy fabric?,material_inquiry,it's 100 cotton fabric,Material Inquiry
kurta available,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
got running shoes thanks,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
thanks a lot,goodbye,take care! ping us whenever you need,Goodbye
quick question 2 day delivery if possible,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
umm kurta size m available???,size_inquiry,"yes, that size is available! which item?",Size Inquiry
quick question when is the next sale...,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
i got the wrong size,order_status,cancellation possible before dispatch. share order id!,Order Support
in stock,availability_check,yes that's available! want to go ahead and order?,Stock Availability
just asking order status? fast,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
delivery to mumbai,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
bro standard vs express difference?,delivery_query,free delivery on orders above rs. 999,Delivery Information
is it true that delivery cost??,delivery_query,usually 35 days depending on your location,Delivery Information
btw good quality fabric? quickly,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
wanted to know delivery on sunday?,delivery_query,delivery in 35 working days,Delivery Information
rate batao,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
hey got 4xl???,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
bro fastest shipping thanks,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
do u have casual wear,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
hi chennai shipping pls,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
anything below 1000 need to know,price_inquiry,current sale up to 40 off on select items!,Price Related Query
hello checking in,greeting,hi there! what are you looking for?,Greeting
burgundy available,availability_check,yes that's available! want to go ahead and order?,Stock Availability
hi show me tops?,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
is it true that track my purchase,order_status,we'll raise it with the courier. please share order id,Order Support
you too,goodbye,thanks! hope to see your order soon,Goodbye
how do i track?,order_status,share your order number and we'll track it for you,Order Support
offer price,price_inquiry,jeans are rs. 999 to rs. 2499. great quality for the price!,Price Inquiry
can you tell me weekend delivery,delivery_query,usually 35 days depending on your location,Delivery Information
ok noted,goodbye,bye! we're always here if you need us,Goodbye
umm ok got the info bro,goodbye,take care! ping us whenever you need,Goodbye
just asking bulk price?,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
wanted to know any flip flops,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
what u got,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
ok thanks??,goodbye,thanks! hope to see your order soon,Goodbye
please currently availabl urgent,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
btw no more questions urgent,goodbye,glad i could help! take care,Goodbye
quick question chandigarh delivery please,delivery_query,free delivery on orders above rs. 999,Delivery Information
umm in stock please,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
wanted to know ok signing off,goodbye,thank you! happy shopping,Goodbye
evening,greeting,hey there! happy to help,Greeting
how much is shipping...,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
bro yeh available hai?,availability_check,restocking this week. want me to notify you?,Stock Availability
actually l size avail for kurta??,size_inquiry,"yes, that size is available! which item?",Size Inquiry
order update please,order_status,sorry for the delay! please share order id so we can help,Order Support
any new arrivals,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
do you know if what about kurta sets today,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
deliver karte ho,delivery_query,we use trusted couriers delhivery bluedart dtdc,Delivery Query
also delivery estimate? fast,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
can you tell me how much for kids clothes,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
is the fabric thick,material_inquiry,it's 100 cotton fabric,Material Inquiry
hi hi i need help,greeting,"hey, welcome! what are you shopping for?",Greeting
rate kam hoga?,price_inquiry,free delivery on orders above rs. 999,Price Related Query
price list?,price_inquiry,free delivery on orders above rs. 999,Price Related Query
also ok i'll check today,goodbye,thanks! have a great day,Goodbye
also what do you sell right now,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
quick q mera order? ji,order_status,please share your order id and i'll check right away!,Order Support
is it skin friendly,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
hey are you there asap,greeting,hey there! happy to help,Greeting
hey express delivery???,delivery_query,free delivery on orders above rs. 999,Delivery Information
what do you sell,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
got l and xl both?,size_inquiry,xl is in stock! want to order?,Size Inquiry
hi shipping estimate pls,delivery_query,free delivery on orders above rs. 999,Delivery Information
hey there,greeting,hey! how can i help you?,Greeting
please is it breathable need to know,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
also thanks bro ji,goodbye,bye! come back anytime,Goodbye
just asking when will it come,delivery_query,you'll get a tracking link once dispatched,Delivery Information
hi where to track...,order_status,we take this seriously share the order id and we'll fix it!,Order Support
also ok signing off...,goodbye,glad i could help! take care,Goodbye
do colours run!,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
hey i need something if possible,greeting,hi there! what are you looking for?,Greeting
is it true that do you have xl quickly,size_inquiry,yes we have that size! which product?,Size Inquiry
cotton or synthetic need to know,material_inquiry,"very soft and lightweight material, ideal for daily use",Material Inquiry
ok done,goodbye,bye! we're always here if you need us,Goodbye
purchase late ho gaya,order_status,we'll raise it with the courier. please share order id,Order Support
delivery?,delivery_query,express delivery available in 12 days for select cities,Delivery Information
what's the mrp,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
washing instructions thank you,material_inquiry,it's 100 cotton fabric,Material Inquiry
so like what u got fast,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
package stolen quickly,order_status,refund processed in 57 days after we receive the item,Order Support
please olive green? fast,availability_check,let me check which color and size?,Stock Availability
printed version,availability_check,currently in stock want me to reserve one for you?,Stock Availability
any joggers,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
ok i'll check...,goodbye,great talking to you! come back soon,Goodbye
do you sell formals,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
yo does it shrink???,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
do you deliver here thanks,delivery_query,we ship all over india! what's your city?,Delivery Information
so like tell me about ur collection right now,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
hey affordable hai kya fast,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
can u tell me order id share karu? right now,order_status,share your order number and we'll track it for you,Order Support
delivery to hyderabad,delivery_query,express delivery available in 12 days for select cities,Delivery Information
is the fabric thick today,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
bro how many days??,delivery_query,usually 35 days depending on your location,Delivery Information
actually thanks for the info thanks,goodbye,anytime! have a great day,Goodbye
can i negotiate need to know,price_inquiry,we have great prices across all budgets. what's your range?,Price Related Query
what material is this,material_inquiry,it's 100 cotton fabric,Material Inquiry
hey hey just checking??,greeting,"hey, welcome! what are you shopping for?",Greeting
order confirm hua? asap,order_status,sorry for the delay! please share order id so we can help,Order Support
also order cancel karna hai...,order_status,refund processed in 57 days after we receive the item,Order Support
actually noted thanks,goodbye,thanks! hope to see your order soon,Goodbye
do you know if packaging type,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
do you know if does it feel rough...,material_inquiry,"yes pure cotton, breathable skin friendly",Material Inquiry
so like ok bye??,goodbye,anytime! have a great day,Goodbye
modal fabric,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
hi how long for shipping asap,delivery_query,delivery depends on your pin code. what's your location?,Delivery Information
hey what is your size range quickly,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
so soft fabrc if possible,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
can u tell me is it out of stock today,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
btw credit card discount urgent,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
pls multiple colors???,availability_check,black is available in most sizes,Stock Availability
someone told me only half order came pls,order_status,happy to help! please share your order id,Order Support
emi available,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
do you have winter jackets,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
when will i get,delivery_query,we use trusted couriers delhivery bluedart dtdc,Delivery Query
quick q bro amount kya hai urgent,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
yo any sale items? quickly,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
shorts price,price_inquiry,yes we have budget options! starting from rs. 299,Price Related Query
actually will decide and come back thanks,goodbye,bye! come back anytime,Goodbye
wondering if sweat absorbing?,material_inquiry,it's 100 cotton fabric,Material Inquiry
so size guide please?,size_inquiry,which product? i'll check the size for you,Size Inquiry
is it khadi,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
hi shop open?,greeting,hey! how can i help you?,Greeting
show me kurtis,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
xl finished?,size_inquiry,we carry s to 3xl for most products,Size Inquiry
do you have m in stock,size_inquiry,xl is in stock! want to order?,Size Inquiry
wondering if corduroy avaiable urgent,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
is this still being sold,availability_check,restocking this week. want me to notify you?,Stock Availability
hey evening today,greeting,hello! great to have you here. what are you shopping for?,Greeting
hi how many left,availability_check,yes that's available! want to go ahead and order?,Stock Availability
bro do you have leggings right now,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
is it polyester,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
wondering if is this available urgent,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
hi bro,greeting,hello welcome to our store how can i help you,Greeting
tell me about ur collection asap,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
quick question i got what i needed,goodbye,thank you! happy shopping,Goodbye
hey any fusion wear?,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
i heard that hi there how are you??,greeting,hello! welcome what can i do for you?,Greeting
any sale items?,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
is this rayon quickly,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
btw adjustable waist asap,size_inquiry,let me check the size for you which item are you looking at?,Size Inquiry
price of shirt,price_inquiry,jeans are rs. 999 to rs. 2499. great quality for the price!,Price Inquiry
actually do u have tall sizes ji,size_inquiry,we carry s to 3xl for most products,Size Inquiry
how to return,order_status,we'll raise it with the courier. please share order id,Order Support
machine wash,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
can u tell me fabric type?plz,material_inquiry,it's 100 cotton fabric,Material Inquiry
i wanted to ask is it organic cotton right now,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
btw do you have jeans need to know,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
please xl available please,size_inquiry,"yes, xl is available right now",Size Inquiry
wanted to know is it satin!,material_inquiry,"very soft and lightweight material, ideal for daily use",Material Inquiry
trending clothes,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
also do you have in green,availability_check,"that color is currently out of stock, restock in 7 days",Stock Availability
how do sizes run!,size_inquiry,let me check the size for you which item are you looking at?,Size Inquiry
order track karo,order_status,please share your order id and ill look it up,Order Status
wondering if hello asap,greeting,hey! how can i help you?,Greeting
hi do u have m in stock yaar,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
yo when will it arrive today,delivery_query,you'll get a tracking link once dispatched,Delivery Information
pls check karo available hai kya...,availability_check,"limited stock remaining, better order soon!",Stock Availability
uv protection fabric,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
wondering if hey hi,greeting,hey! how can i help you?,Greeting
restocked recently,availability_check,in stock! which size do you need?,Stock Availability
is it true that delivery dispute...,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
do you know if restock soon right now,availability_check,let me check which color and size?,Stock Availability
quick question delvery pls,delivery_query,delivery in 35 working days,Delivery Information
quick question what's the cost quickly,price_inquiry,free delivery on orders above rs. 999,Price Related Query
actually price with delivery? urgent,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
package not delivered,order_status,cancellation possible before dispatch. share order id!,Order Support
please how much for 2 pieces...,price_inquiry,yes we have budget options! starting from rs. 299,Price Related Query
rate??,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
hi take care...,goodbye,take care! ping us whenever you need,Goodbye
small town shipping,delivery_query,express delivery available in 12 days for select cities,Delivery Information
also is this availble? yaar,availability_check,let me check which color and size?,Stock Availability
shipper tracking,order_status,sorry for the delay! please share order id so we can help,Order Support
just asking only one left thanks,availability_check,yes available! want to place an order?,Stock Availability
can u tell me namaste??,greeting,"hey, welcome! what are you shopping for?",Greeting
cotton shirt,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
so like courier not came fast,order_status,sorry for the delay! please share order id so we can help,Order Support
actually newborn clothing cost!,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
pls good afternoon bro,greeting,hi there! what are you looking for?,Greeting
yo what do u sell,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
please price range...,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
hi jacket cost quickly,price_inquiry,we have great prices across all budgets. what's your range?,Price Related Query
btw spreading the word asap,goodbye,bye! we're always here if you need us,Goodbye
can u tell me do u have this right nowplz,availability_check,let me check which color and size?,Stock Availability
stock hai kya,availability_check,"limited stock remaining, better order soon!",Stock Availability
belt price thanks,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
can u tell me refund kab milega?,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
btw any sneakers?,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
so like s me availble hai? urgent,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
hi got blazers,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
do you have t-shirts,product_inquiry,we've got a great range! what specifically are you looking for?,Product Inquiry
material kya hai,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
see ya,goodbye,glad i could help! take care,Goodbye
is this available?,availability_check,yes available! want to place an order?,Stock Availability
so like what cotton bro,material_inquiry,"yes pure cotton, breathable skin friendly",Material Inquiry
yo kya mere area mein deliver hoga fast,delivery_query,usually 35 days depending on your location,Delivery Information
i wanted to ask no more questions thanks,goodbye,anytime! have a great day,Goodbye
wondering if bye bye thank you,goodbye,thank you! happy shopping,Goodbye
is it organic cotttonplz,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
can you tell me you were helpful...,goodbye,bye! come back anytime,Goodbye
can u tell me where's my order fast,order_status,share your order number and we'll track it for you,Order Support
when will order come,order_status,cancellation possible before dispatch. share order id!,Order Support
someone told me what's available?,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
hi size 40 shirt? urgent,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
so like hi good morning yaar,greeting,hey! how can i help you?,Greeting
actually order double place ho gaya ?,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
btw teal color available,availability_check,"limited stock remaining, better order soon!",Stock Availability
i wanted to ask do i pay for return shipping thanks,order_status,happy to help! please share your order id,Order Support
shipping charge,delivery_query,we use trusted couriers delhivery bluedart dtdc,Delivery Query
someone told me digital print available thank you,availability_check,let me check which color and size?,Stock Availability
so like order placed tha fast,order_status,we'll raise it with the courier. please share order id,Order Support
can you tell me how will i get it need to know,delivery_query,delivery in 35 working days,Delivery Information
hi low cost options? ji,price_inquiry,free delivery on orders above rs. 999,Price Related Query
machine wash ok?,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
what sizes do you have,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
bro got blazers,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
ok bhaiya bye,goodbye,take care! ping us whenever you need,Goodbye
i wanted to ask delivery failed,order_status,please share a photo order id for damagedwrong item,Order Support
actually do u have smallplz,size_inquiry,we carry s to 3xl for most products,Size Inquiry
can u tell me do u have jeans?,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
amount for xl size,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
