input,intent,response,title
received blue instead of black shirt,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
received XXL instead of S in sherwani,complaint,We take this seriously. Please share order ID and issue details.,Complaint
package was damaged for order ORD73102,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
really unhappy with t-shirt purchase,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
missing churidar in my order,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
I will not order again if ORD27807 not resolved,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
wrong size saree delivered in order ORD10222,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
why is delivery taking so long for ORD19163,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
why is delivery taking so long for ORD70237,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
return pickup not scheduled for ORD83118,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
why is delivery taking so long for ORD68636,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
incomplete order ORD42533,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
return pickup not scheduled for ORD86417,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
very disappointed with jacket quality,complaint,We take this seriously. Please share order ID and issue details.,Complaint
wrong size sherwani delivered in order ORD54682,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
very disappointed with churidar quality,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
received S instead of 3XL in dress,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
no response from customer care for ORD61271,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
worst experience with order ORD22129,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
very disappointed with saree quality,complaint,We take this seriously. Please share order ID and issue details.,Complaint
no response from customer care for ORD92390,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
no response from customer care for ORD39060,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
incomplete order ORD86662,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
received navy instead of red jeans,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
size is wrong in delivered dhoti,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
received brown instead of cream t-shirt,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
I will not order again if ORD83050 not resolved,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
incomplete order ORD33971,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
worst experience with order ORD28042,complaint,We take this seriously. Please share order ID and issue details.,Complaint
why is delivery taking so long for ORD65518,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
received 34 instead of S in churidar,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
missing lehenga in my order,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
exchange not processed yet for ORD95568,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
really unhappy with jacket purchase,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
really unhappy with kurti purchase,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
defective top received,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
sherwani looks different from photo,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
this lehenga is torn,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
received 28 instead of 2XL in kurta,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
customer support not responding for ORD36994,complaint,We take this seriously. Please share order ID and issue details.,Complaint
my dress is damaged,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
I paid for sherwani and got nothing,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
exchange not processed yet for ORD75167,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
color of palazzo is different from what I ordered,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
worst experience with order ORD35068,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
customer support not responding for ORD18286,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
package was damaged for order ORD37845,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
this is unacceptable quality in anarkali,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
order ORD44324 not delivered and no update,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
wrong size t-shirt delivered in order ORD98780,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
worst experience with order ORD93184,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
exchange not processed yet for ORD26513,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
I was promised 6 day delivery but not received,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
very disappointed with hoodie quality,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
incomplete order ORD97995,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
refund not received for order ORD19810,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
I paid for jeans and got nothing,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
no response from customer care for ORD12452,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
no response from customer care for ORD32377,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
terrible quality t-shirt for the price,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
really unhappy with churidar purchase,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
t-shirt looks different from photo,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
why is delivery taking so long for ORD32141,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
stitching of saree is very poor,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
received brown instead of teal top,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
missing trousers in my order,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
return pickup not scheduled for ORD56398,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
worst experience with order ORD82156,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
received S instead of 32 in saree,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
incomplete order ORD61633,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
customer support not responding for ORD67497,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
worst experience with order ORD62026,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
exchange not processed yet for ORD86676,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
size is wrong in delivered churidar,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
anarkali quality is very bad,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
defective hoodie received,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
why is delivery taking so long for ORD78611,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
refund not received for order ORD27708,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
package was damaged for order ORD56662,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
order ORD35581 not delivered and no update,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
refund not received for order ORD15051,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
I paid for jacket and got nothing,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
received XS instead of 2XL in sherwani,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
received L instead of XS in jeans,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
received wrong order,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
received maroon instead of green top,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
exchange not processed yet for ORD67318,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
stitching of dress is very poor,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
received purple instead of grey lehenga,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
exchange not processed yet for ORD78684,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
worst experience with order ORD71908,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
size is wrong in delivered salwar,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
why is delivery taking so long for ORD50308,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
missing anarkali in my order,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
received 40 instead of 38 in dress,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
very disappointed with anarkali quality,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
received teal instead of blue dress,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
missing saree in my order,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
order ORD15499 not delivered and no update,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
my dhoti is damaged,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
very disappointed with dress quality,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
package was damaged for order ORD45554,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
received black instead of pink t-shirt,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
incomplete order ORD42592,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
return pickup not scheduled for ORD81903,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
incomplete order ORD41710,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
no response from customer care for ORD16200,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
kurta quality is very bad,complaint,We take this seriously. Please share order ID and issue details.,Complaint
customer support not responding for ORD43653,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
this is unacceptable quality in lehenga,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
return pickup not scheduled for ORD12857,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
refund not received for order ORD44165,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
stitching of trousers is very poor,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
package was damaged for order ORD82274,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
order ORD86879 not delivered and no update,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
defective dress received,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
I paid for churidar and got nothing,complaint,We take this seriously. Please share order ID and issue details.,Complaint
exchange not processed yet for ORD56033,complaint,We take this seriously. Please share order ID and issue details.,Complaint
no response from customer care for ORD85433,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
my saree is damaged,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
return pickup not scheduled for ORD74197,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
this is unacceptable quality in dress,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
refund not received for order ORD19911,complaint,We take this seriously. Please share order ID and issue details.,Complaint
I paid for dress and got nothing,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
incomplete order ORD29867,complaint,We take this seriously. Please share order ID and issue details.,Complaint
it has been 16 days no delivery,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
this is unacceptable quality in trousers,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
it has been 12 days no delivery,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
why is delivery taking so long for ORD12887,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
exchange not processed yet for ORD27612,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
it has been 11 days no delivery,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
incomplete order ORD33182,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
why is delivery taking so long for ORD48931,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
this is unacceptable quality in churidar,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
received maroon instead of beige t-shirt,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
I will not order again if ORD51859 not resolved,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
wrong size shirt delivered in order ORD90953,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
I will not order again if ORD36211 not resolved,complaint,We take this seriously. Please share order ID and issue details.,Complaint
worst experience with order ORD92949,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
package was damaged for order ORD50407,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
shirt looks different from photo,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
really unhappy with anarkali purchase,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
refund not received for order ORD42675,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
why is delivery taking so long for ORD72450,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
worst experience with order ORD98860,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
trousers quality is very bad,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
exchange not processed yet for ORD76895,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
I will not order again if ORD86179 not resolved,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
salwar looks different from photo,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
exchange not processed yet for ORD83976,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
it has been 6 days no delivery,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
package was damaged for order ORD53493,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
wrong size sherwani delivered in order ORD89539,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
package was damaged for order ORD54742,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
wrong size hoodie delivered in order ORD34390,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
my jeans is damaged,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
jeans looks different from photo,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
very disappointed with salwar quality,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
received XS instead of 3XL in kurta,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
received beige instead of white dress,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
package was damaged for order ORD43619,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
dhoti looks different from photo,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
really unhappy with shirt purchase,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
I will not order again if ORD69534 not resolved,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
return pickup not scheduled for ORD39806,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
customer support not responding for ORD77253,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
received 28 instead of XL in jeans,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
exchange not processed yet for ORD81956,complaint,We take this seriously. Please share order ID and issue details.,Complaint
received 3XL instead of 2XL in sherwani,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
defective sherwani received,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
missing dhoti in my order,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
order ORD25234 not delivered and no update,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
exchange not processed yet for ORD30212,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
this jacket is torn,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
wrong size kurta delivered in order ORD73339,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
wrong size trousers delivered in order ORD83440,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
received 32 instead of XL in salwar,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
stitching of sherwani is very poor,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
kurti looks different from photo,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
refund not received for order ORD77864,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
missing dress in my order,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
package was damaged for order ORD87305,complaint,We take this seriously. Please share order ID and issue details.,Complaint
package was damaged for order ORD27372,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
customer support not responding for ORD52651,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
kurti quality is very bad,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
I will not order again if ORD18607 not resolved,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
return pickup not scheduled for ORD63689,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
no response from customer care for ORD90291,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
why is delivery taking so long for ORD90361,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
color of saree is different from what I ordered,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
incomplete order ORD45689,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
why is delivery taking so long for ORD75083,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
I will not order again if ORD38105 not resolved,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
terrible quality palazzo for the price,complaint,We take this seriously. Please share order ID and issue details.,Complaint
worst experience with order ORD51260,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
received 36 instead of 28 in dress,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
no response from customer care for ORD38146,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
defective salwar received,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
stitching of lehenga is very poor,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
received white instead of brown dress,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
size is wrong in delivered sherwani,complaint,We take this seriously. Please share order ID and issue details.,Complaint
exchange not processed yet for ORD47174,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
t-shirt quality is very bad,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
order ORD44199 not delivered and no update,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
order ORD29109 not delivered and no update,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
I will not order again if ORD34992 not resolved,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
package was damaged for order ORD24760,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
this anarkali is torn,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
received M instead of L in palazzo,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
really unhappy with salwar purchase,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
color of lehenga is different from what I ordered,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
order ORD46881 not delivered and no update,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
return pickup not scheduled for ORD71797,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
received S instead of 40 in shirt,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
package was damaged for order ORD10805,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
color of t-shirt is different from what I ordered,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
no response from customer care for ORD30537,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
order ORD80439 not delivered and no update,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
received purple instead of pink palazzo,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
this is unacceptable quality in jeans,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
received M instead of 2XL in jacket,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
churidar looks different from photo,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
exchange not processed yet for ORD71456,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
worst experience with order ORD71843,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
return pickup not scheduled for ORD22591,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
really unhappy with jeans purchase,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
I will not order again if ORD49778 not resolved,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
incomplete order ORD63788,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
return pickup not scheduled for ORD81144,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
why is delivery taking so long for ORD25969,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
exchange not processed yet for ORD74973,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
refund not received for order ORD77435,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
this is not what I ordered,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
I will not order again if ORD23364 not resolved,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
order ORD42025 not delivered and no update,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
refund not received for order ORD37245,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
really unhappy with saree purchase,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
I paid for hoodie and got nothing,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
I will not order again if ORD27561 not resolved,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
wrong size lehenga delivered in order ORD62401,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
incomplete order ORD87156,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
refund not received for order ORD33977,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
no response from customer care for ORD20264,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
incomplete order ORD90476,complaint,We take this seriously. Please share order ID and issue details.,Complaint
no response from customer care for ORD30533,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
wrong size kurti delivered in order ORD73162,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
terrible quality top for the price,complaint,We take this seriously. Please share order ID and issue details.,Complaint
no response from customer care for ORD42819,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
stitching of hoodie is very poor,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
worst experience with order ORD79111,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
received blue instead of green hoodie,complaint,We take this seriously. Please share order ID and issue details.,Complaint
really unhappy with trousers purchase,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
received maroon instead of pink salwar,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
why is delivery taking so long for ORD68935,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
defective trousers received,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
color of trousers is different from what I ordered,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
incomplete order ORD44089,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
missing kurta in my order,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
my kurta is damaged,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
refund not received for order ORD15549,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
package was damaged for order ORD85614,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
wrong size dress delivered in order ORD17334,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
received XXL instead of 40 in lehenga,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
I will not order again if ORD78664 not resolved,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
package was damaged for order ORD98792,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
why is delivery taking so long for ORD52462,complaint,We take this seriously. Please share order ID and issue details.,Complaint
I will not order again if ORD51488 not resolved,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
defective saree received,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
this palazzo is torn,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
package was damaged for order ORD46962,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
return pickup not scheduled for ORD65647,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
package was damaged for order ORD53863,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
return pickup not scheduled for ORD64140,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
customer support not responding for ORD53997,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
order ORD31935 not delivered and no update,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
wrong color delivered,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
color of sherwani is different from what I ordered,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
trousers looks different from photo,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
no response from customer care for ORD72904,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
why is delivery taking so long for ORD59040,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
i got the wrong item,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
exchange not processed yet for ORD84126,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
received teal instead of grey shirt,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
stitching of palazzo is very poor,complaint,We take this seriously. Please share order ID and issue details.,Complaint
received brown instead of orange jeans,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
why is delivery taking so long for ORD45804,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
no response from customer care for ORD79578,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
incomplete order ORD30537,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
wrong size jacket delivered in order ORD91826,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
return pickup not scheduled for ORD13932,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
received S instead of 2XL in kurti,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
I will not order again if ORD83689 not resolved,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
why is delivery taking so long for ORD73965,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
I will not order again if ORD85200 not resolved,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
terrible quality salwar for the price,complaint,We take this seriously. Please share order ID and issue details.,Complaint
received red instead of beige jeans,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
very disappointed with t-shirt quality,complaint,We take this seriously. Please share order ID and issue details.,Complaint
received cream instead of yellow salwar,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
worst experience with order ORD60697,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
received 28 instead of 42 in jacket,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
incomplete order ORD84501,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
received S instead of XS in top,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
this kurti is torn,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
